"file","page","line","text"
"icd_2.pdf","14","1","Enviesamento dos dados (bias) – “intencional”"
"icd_2.pdf","14","2","3,5"
"icd_2.pdf","14","3","3,44"
"icd_2.pdf","14","4","3 3,21"
"icd_2.pdf","14","5","2,5"
"icd_2.pdf","14","6","2"
"icd_2.pdf","14","7","1,5"
"icd_2.pdf","14","8","1"
"icd_2.pdf","14","9","0,5"
"icd_2.pdf","14","10","0"
"icd_2.pdf","14","11","Média EU Portugal"
"icd_2.pdf","14","12","15"
"icd_2.pdf","15","1","Enviesamento dos dados (bias) – “intencional”"
"icd_2.pdf","15","2","16"
"icd_2.pdf","16","1","Enviesamento dos dados (bias) – “intencional”"
"icd_2.pdf","16","2","Data source: 17"
"icd_2.pdf","16","3","https://www.icnf.pt/florestas/gfr/gfrgestaoinformacao/grfrelatorios/areasardidaseocorrencias"
"icd_2.pdf","17","1","Ética"
"icd_2.pdf","17","2","• Bias"
"icd_2.pdf","17","3","• Assegurar que os conjuntos de treino, os algoritmos e parâmetros que utilizamos"
"icd_2.pdf","17","4","não são, à partida, enviesados."
"icd_2.pdf","17","5","• Desigualdades"
"icd_2.pdf","17","6","• Apontar sempre para a (tentativa de) redução das desigualdades no planeta,"
"icd_2.pdf","17","7","nomeadamente a divisão digital desigual"
"icd_2.pdf","17","8","• A Ciência de Dados tem um papel importante na democratização da educação e"
"icd_2.pdf","17","9","oportunidades de desenvolvimento — posiciona-se como fulcral para a"
"icd_2.pdf","17","10","concretização do Objetivos para o Desenvolvimento Sustentável (ODS)"
"icd_2.pdf","17","11","• Segurança e Privacidade"
"icd_2.pdf","17","12","• O RGPD (GDPR) — Regulamento Geral de Proteção de Dados visa proteger o"
"icd_2.pdf","17","13","direito à privacidade e esquecimento, …"
"icd_2.pdf","17","14","18"
"icd_2.pdf","18","1","Qual o impacto da falta de privacidade?"
"icd_2.pdf","18","2","Ataque informático"
"icd_2.pdf","18","3","Foram roubados 500"
"icd_2.pdf","18","4","milhões de dados de Os hackers divulgaram Empregados roubou filme da"
"icd_2.pdf","18","5","utilizadores de contas com dados de 30.000 funcionários partilharam fotos Disney, Pirata das"
"icd_2.pdf","18","6","prejuízo estimado em 1 do Departamento de de telemóveis de caraíbas. Hackers"
"icd_2.pdf","18","7","bilião de USD na venda da Segurança Interna e do FBI. clientes pediram resgate!"
"icd_2.pdf","18","8","empresa"
"icd_2.pdf","18","9","D"
"icd_2.pdf","18","10","P"
"icd_2.pdf","18","11","G"
"icd_2.pdf","18","12","2014 R 2019"
"icd_2.pdf","18","13","Roubaram informações"
"icd_2.pdf","18","14","Duas principais seguradoras de saúde, Na State Fishing And Hunting"
"icd_2.pdf","18","15","da Segurança Social de"
"icd_2.pdf","18","16","foram “hackeadas”, provavelmente pelo License Sites, foi identificado"
"icd_2.pdf","18","17","mais de 134.000"
"icd_2.pdf","18","18","mesmo ator, resultando no maior roubo acesso a informação a mais"
"icd_2.pdf","18","19","funcionários da Marinha"
"icd_2.pdf","18","20","de registos médicos até a data de 6 milhões de pessoas"
"icd_2.pdf","18","21","19"
"icd_2.pdf","19","1","Qual o impacto da falta de privacidade?"
"icd_2.pdf","19","2","Setembro 2019"
"icd_2.pdf","19","3","Foram encontradas"
"icd_2.pdf","19","4","bases de dados não"
"icd_2.pdf","19","5","protegidas, contendo o"
"icd_2.pdf","19","6","n.º de telefone de"
"icd_2.pdf","19","7","utilizadores do"
"icd_2.pdf","19","8","Facebook, bem como"
"icd_2.pdf","19","9","nome, género e país"
"icd_2.pdf","19","10","https://www.informationisbeautiful.net/visualizations/worlds-biggest-data-breaches-hacks/"
"icd_2.pdf","19","11","20"
"icd_2.pdf","20","1","Qual o impacto da falta de privacidade?"
"icd_2.pdf","20","2","Fonte: Gabinete Nacional de Segurança"
"icd_2.pdf","20","3","(dados de 2022)"
"icd_2.pdf","20","4","25% 62%"
"icd_2.pdf","20","5","das empresas em é o total de ataques a"
"icd_2.pdf","20","6","pequenas e médias"
"icd_2.pdf","20","7","Portugal foram alvo"
"icd_2.pdf","20","8","empresas"
"icd_2.pdf","20","9","de um ataque no"
"icd_2.pdf","20","10","último ano"
"icd_2.pdf","20","11","59%"
"icd_2.pdf","20","12","229"
"icd_2.pdf","20","13","de ex-empregados"
"icd_2.pdf","20","14","é a média de dias que as admitem roubar dados"
"icd_2.pdf","20","15","quando saem da"
"icd_2.pdf","20","16","empresas demoram a"
"icd_2.pdf","20","17","empresas"
"icd_2.pdf","20","18","detetar ataques"
"icd_2.pdf","20","19","21"
"icd_2.pdf","21","1","Normas de direito internacional (o antes)"
"icd_2.pdf","21","2","Apenas para ter uma"
"icd_2.pdf","21","3","• Protegendo a privacidade em geral"
"icd_2.pdf","21","4","noção histórica"
"icd_2.pdf","21","5","• Art. 12.º da Declaração Universal dos Direitos do Homem"
"icd_2.pdf","21","6","• Art. 17º do Pacto Internacional relativo aos direitos civis e políticos"
"icd_2.pdf","21","7","• Art. 8º das Convenção Europeia dos Direitos do Homem"
"icd_2.pdf","21","8","• Protegendo os dados pessoais, em especial"
"icd_2.pdf","21","9","• Convenção 108 do Conselho da Europa (convenção para a Proteção das Pessoas"
"icd_2.pdf","21","10","relativamente ao Tratamento Automatizado de Dados de Carácter Pessoal),"
"icd_2.pdf","21","11","aprovada em 1981"
"icd_2.pdf","21","12","• Carta dos Direitos Fundamentais da União Europeia"
"icd_2.pdf","21","13","22"
"icd_2.pdf","22","1","Porquê a necessidade de um novo enquadramento jurídico?"
"icd_2.pdf","22","2","92% 89% 3/4"
"icd_2.pdf","22","3","dos europeus estão das pessoas dizem que querem"
"icd_2.pdf","22","4","cidadãos não sentem"
"icd_2.pdf","22","5","preocupados com saber quando os seus dados no"
"icd_2.pdf","22","6","que controlam os seus"
"icd_2.pdf","22","7","aplicações móveis que smartphone são partilhados com"
"icd_2.pdf","22","8","dados"
"icd_2.pdf","22","9","recolhem os seus dados terceiros. Querem a opção de dar"
"icd_2.pdf","22","10","sem o seu consentimento ou recusar a permissão"
"icd_2.pdf","22","11","E vocês? Preocupam-se com os vossos dados?"
"icd_2.pdf","22","12","Aceitam todos os termos e condições? E as cookies?"
"icd_2.pdf","22","13","23"
"icd_2.pdf","23","1","Porquê a necessidade de um novo enquadramento jurídico?"
"icd_2.pdf","23","2","• A recolha e utilização dos dados pessoais é uma preocupação cada vez maior dos"
"icd_2.pdf","23","3","titulares de dados e dos responsáveis pelo tratamento de dados"
"icd_2.pdf","23","4","• A enorme quantidade de regulamentos na área da proteção de dados no EEE,"
"icd_2.pdf","23","5","força um regime jurídico mais rigoroso"
"icd_2.pdf","23","6","• A salvaguarda de “novos direitos” aos titulares dos dados, como aceder, alterar,"
"icd_2.pdf","23","7","transferir, apagar ou solicitar a sua informação na qualidade de consumidores,"
"icd_2.pdf","23","8","fornecedores ou colaboradores"
"icd_2.pdf","23","9","• O RGPD visa responder aos desafios colocados pela revolução tecnológica"
"icd_2.pdf","23","10","ocorrida nas últimas décadas e aumentar a proteção das pessoas singulares no"
"icd_2.pdf","23","11","que diz respeito aos tratamentos de dados pessoais e à livre circulação desses"
"icd_2.pdf","23","12","dados"
"icd_2.pdf","23","13","O RGPD entrou na nossa ordem jurídica em"
"icd_2.pdf","23","14","27/05/2018, através do Regulamento (UE) 2016/679 do"
"icd_2.pdf","23","15","Parlamento Europeu e do Conselho de 27/04/2016."
"icd_2.pdf","23","16","24"
"icd_2.pdf","24","1","RGPD: O que traz de novo?"
"icd_2.pdf","24","2","Um regulamento agregador"
"icd_2.pdf","24","3","Todos os países com o mesmo regime"
"icd_2.pdf","24","4","The right to be left alone"
"icd_2.pdf","24","5","Reforço dos direitos dos cidadãos"
"icd_2.pdf","24","6","como titulares dos dados"
"icd_2.pdf","24","7","Facilita fluxos de dados internacionais"
"icd_2.pdf","24","8","Novas obrigações para empresas"
"icd_2.pdf","24","9","Espaço Económico Europeu"
"icd_2.pdf","24","10","(EU + Áustria, Finlândia e Suécia)"
"icd_2.pdf","24","11","25"
"icd_2.pdf","25","1","Mudanças mais relevantes"
"icd_2.pdf","25","2","Quando exista Quando exista um"
"icd_2.pdf","25","3","consentimento livre, fundamento legal"
"icd_2.pdf","25","4","informado, específico e CONSENTIMENTO OBRIGAÇÃO LEGAL específico para o"
"icd_2.pdf","25","5","expresso por parte dos tratamento (ex.:"
"icd_2.pdf","25","6","respetivos titulares comunicação à AT)"
"icd_2.pdf","25","7","Quando o tratamento"
"icd_2.pdf","25","8","Quando o tratamento"
"icd_2.pdf","25","9","seja para realizar um"
"icd_2.pdf","25","10","seja essencial para a"
"icd_2.pdf","25","11","interesse legítimos do"
"icd_2.pdf","25","12","formação ou execução de"
"icd_2.pdf","25","13","INTERESSE LEGÍTIMO CONTRATO"
"icd_2.pdf","25","14","responsável (ex.:"
"icd_2.pdf","25","15","um contrato (ex.:"
"icd_2.pdf","25","16","melhorar a qualidade"
"icd_2.pdf","25","17","contrato de trabalho)"
"icd_2.pdf","25","18","do serviço)"
"icd_2.pdf","25","19","26"
"icd_2.pdf","26","1","Mudanças mais relevantes"
"icd_2.pdf","26","2","Mudança do paradigma de"
"icd_2.pdf","26","3","Imposição do tratamento dados"
"icd_2.pdf","26","4","regulação externa, para"
"icd_2.pdf","26","5","numa lógica privacy by design e by"
"icd_2.pdf","26","6","autorregulação"
"icd_2.pdf","26","7","default"
"icd_2.pdf","26","8","Deveres de informação e de"
"icd_2.pdf","26","9","Obrigação de conservação de um"
"icd_2.pdf","26","10","obtenção de consentimento"
"icd_2.pdf","26","11","registo das atividades de"
"icd_2.pdf","26","12","explícito"
"icd_2.pdf","26","13","tratamento"
"icd_2.pdf","26","14","Todas as atividades que"
"icd_2.pdf","26","15","refletem o ciclo de vida da"
"icd_2.pdf","26","16","Reforço dos direitos dos titulares"
"icd_2.pdf","26","17","informação, desde a sua"
"icd_2.pdf","26","18","dos dados"
"icd_2.pdf","26","19","recolha até à destruição."
"icd_2.pdf","26","20","Designação de Encarregado da"
"icd_2.pdf","26","21","Dever de notificação em caso de"
"icd_2.pdf","26","22","Proteção de Dados (Data Protection"
"icd_2.pdf","26","23","violações de dados pessoais"
"icd_2.pdf","26","24","Officer)"
"icd_2.pdf","26","25","27"
"icd_2.pdf","27","1","28"
"icd_2.pdf","28","1","Inteligência Artificial Generativa (GenAI)"
"icd_2.pdf","28","2","• O que é a IA Generativa? É uma"
"icd_2.pdf","28","3","subárea da inteligência artificial focada na"
"icd_2.pdf","28","4","criação de novos dados com base em"
"icd_2.pdf","28","5","padrões aprendidos."
"icd_2.pdf","28","6","• Como funciona? Baseia-se em redes"
"icd_2.pdf","28","7","neuronais profundas (deep neural"
"icd_2.pdf","28","8","networks) que aprendem padrões"
"icd_2.pdf","28","9","complexos em grandes volumes de dados."
"icd_2.pdf","28","10","• Geração de conteúdo: ao contrário da"
"icd_2.pdf","28","11","IA tradicional, que apenas reconhece ou"
"icd_2.pdf","28","12","classifica, a IA generativa cria texto,"
"icd_2.pdf","28","13","imagem, som, vídeo e até código."
"icd_2.pdf","28","14","29"
"icd_2.pdf","29","1","Redes Neuronais"
"icd_2.pdf","29","2","• O que são Redes Neuronais? São modelos computacionais inspirados"
"icd_2.pdf","29","3","no cérebro humano, compostos por camadas de nós (neurónios) interligados"
"icd_2.pdf","29","4","que processam informação para aprender padrões nos dados."
"icd_2.pdf","29","5","30"
"icd_2.pdf","30","1","Desmistificar a GenAI"
"icd_2.pdf","30","2","Por trás dos modelos"
"icd_2.pdf","30","3","• Os modelos de inteligência artificial"
"icd_2.pdf","30","4","generativa são treinados previamente em"
"icd_2.pdf","30","5","grandes volumes de dados."
"icd_2.pdf","30","6","• Uma vez treinados, tornam-se estáticos:"
"icd_2.pdf","30","7","não aprendem em tempo real, apenas"
"icd_2.pdf","30","8","usam padrões já incorporados para gerar"
"icd_2.pdf","30","9","novos conteúdos."
"icd_2.pdf","30","10","• Ligação à internet: podem utilizar"
"icd_2.pdf","30","11","informação nova como entrada, mas"
"icd_2.pdf","30","12","isso não significa que estejam a"
"icd_2.pdf","30","13","aprender."
"icd_2.pdf","30","14","• Produzem novos conteúdos (texto,"
"icd_2.pdf","30","15","imagem, áudio, código) combinando"
"icd_2.pdf","30","16","padrões já aprendidos anteriormente."
"icd_2.pdf","30","17","Representação do Funcionamento de um"
"icd_2.pdf","30","18","Modelo de Inteligência Artificial Generativa"
"icd_2.pdf","30","19","31"
"icd_2.pdf","31","1","Desmistificar a GenAI"
"icd_2.pdf","31","2","Por trás dos modelos"
"icd_2.pdf","31","3","• Embora os modelos de GenAI"
"icd_2.pdf","31","4","produzam resultados impressionantes,"
"icd_2.pdf","31","5","eles não pensam nem têm consciência:"
"icd_2.pdf","31","6","funcionam por padrões e"
"icd_2.pdf","31","7","fórmulas matemáticas, gerando"
"icd_2.pdf","31","8","outputs previsíveis a partir de"
"icd_2.pdf","31","9","inputs específicos."
"icd_2.pdf","31","10","• Aquilo que interpretamos como"
"icd_2.pdf","31","11","criatividade é apenas combinação de"
"icd_2.pdf","31","12","padrões já aprendidos."
"icd_2.pdf","31","13","• Ex.: O input “Diz-me uma letra do"
"icd_2.pdf","31","14","alfabeto.” não gera todas as 27 letras"
"icd_2.pdf","31","15","de forma aleatória."
"icd_2.pdf","31","16","Inputs dados a um Modelo de Inteligência"
"icd_2.pdf","31","17","Artificial Generativa"
"icd_2.pdf","31","18","32"
"icd_2.pdf","32","1","Tipos de conteúdo gerados por IA"
"icd_2.pdf","32","2","33"
"icd_2.pdf","33","1","IA Generativa – Riscos e Regulamentações"
"icd_2.pdf","33","2","• A IA Generativa levanta riscos reais,"
"icd_2.pdf","33","3","tais como:"
"icd_2.pdf","33","4","• Problemas de privacidade de dados"
"icd_2.pdf","33","5","• Desinformação e enviesamento"
"icd_2.pdf","33","6","• Direitos de autor"
"icd_2.pdf","33","7","• Impacto energético"
"icd_2.pdf","33","8","• Existem regulamentações e"
"icd_2.pdf","33","9","diretrizes éticas que orientam o"
"icd_2.pdf","33","10","desenvolvimento e aplicação da IA:"
"icd_2.pdf","33","11","• RGPD (Portugal)"
"icd_2.pdf","33","12","• AI Act (União Europeia)"
"icd_2.pdf","33","13","• NIST AI Risk Management Framework"
"icd_2.pdf","33","14","(EUA)"
"icd_2.pdf","33","15","34"
"icd_2.pdf","34","1","#recap"
"icd_2.pdf","34","2","• Big data é caracterizada por 3 Vs: volume,"
"icd_2.pdf","34","3","velocidade e variedade"
"icd_2.pdf","34","4","• No entanto é necessário verificar se os dados são"
"icd_2.pdf","34","5","verdadeiros e se têm valor!"
"icd_2.pdf","34","6","• Os dados podem ter enviesamento (bias)"
"icd_2.pdf","34","7","• Intencional ou não, o bias surge desde a utilização de"
"icd_2.pdf","34","8","uma população não representativa (sampling bias) até"
"icd_2.pdf","34","9","à má apresentação dos dados, seja por utilizar uma"
"icd_2.pdf","34","10","má visualização ou pela falta de contexto."
"icd_2.pdf","34","11","• RGPD surge para regulamentar e proteger a"
"icd_2.pdf","34","12","privacidade dos dados"
"icd_2.pdf","34","13","• A GenAI levanta problemas de ética, autoria"
"icd_2.pdf","34","14","dos dados e transparência!"
"icd_2.pdf","34","15","35"
"icd_3.pdf","1","1","Introdução à Ciência de Dados"
"icd_3.pdf","1","2","Aula 03"
"icd_3.pdf","1","3","Ana Rita Peixoto"
"icd_3.pdf","1","4","Martim Santos"
"icd_3.pdf","1","5","Miguel Teodoro"
"icd_3.pdf","1","6","2025/2026"
"icd_3.pdf","1","7","1"
"icd_3.pdf","2","1","Tarefas em CD"
"icd_3.pdf","2","2","• Tarefas supervisionadas"
"icd_3.pdf","2","3","• Tarefas não supervisionadas"
"icd_3.pdf","2","4","2"
"icd_3.pdf","3","1","Principais tarefas em CD"
"icd_3.pdf","3","2","Aprendizagem"
"icd_3.pdf","3","3","Cada dado possui um"
"icd_3.pdf","3","4","Supervisionadas Não Supervisionadas"
"icd_3.pdf","3","5","rótulo (label) a indicar"
"icd_3.pdf","3","6","- Prever/Predizer - Descrever"
"icd_3.pdf","3","7","que tipo de exemplo é"
"icd_3.pdf","3","8","Clustering"
"icd_3.pdf","3","9","Regressão"
"icd_3.pdf","3","10","Classificação"
"icd_3.pdf","3","11","Associar"
"icd_3.pdf","3","12","Variáveis"
"icd_3.pdf","3","13","Variáveis categóricas"
"icd_3.pdf","3","14","quantitativas"
"icd_3.pdf","3","15","Sequenciar"
"icd_3.pdf","3","16","3"
"icd_3.pdf","4","1","Aprendizagem supervisionada"
"icd_3.pdf","4","2","• Objetivo: construir (aprender) um modelo capaz de prever/predizer uma"
"icd_3.pdf","4","3","classe/categoria/acontecimento/valor com base em evidências passadas e na"
"icd_3.pdf","4","4","presença de incerteza"
"icd_3.pdf","4","5","• Um algoritmo de aprendizagem supervisionada usa (aprende com) um conjunto"
"icd_3.pdf","4","6","de dados conhecidos rotulados e treina um modelo preditivo para"
"icd_3.pdf","4","7","gerar previsões razoáveis quando em presença de novas (desconhecidas)"
"icd_3.pdf","4","8","observações/exemplos"
"icd_3.pdf","4","9","4"
"icd_3.pdf","5","1","Aprendizagem supervisionada"
"icd_3.pdf","5","2","Passo 1: Obter conjunto de treino Passo 2: Fornecer dados novos para que o algoritmo"
"icd_3.pdf","5","3","estime um resultado."
"icd_3.pdf","5","4","“CATS”"
"icd_3.pdf","5","5","Resposta"
"icd_3.pdf","5","6","Rótulo:"
"icd_3.pdf","5","7","do"
"icd_3.pdf","5","8","“CATS”"
"icd_3.pdf","5","9","modelo"
"icd_3.pdf","5","10","Modelo"
"icd_3.pdf","5","11","“NOT"
"icd_3.pdf","5","12","CATS”"
"icd_3.pdf","5","13","Conjunto"
"icd_3.pdf","5","14","Conjunto"
"icd_3.pdf","5","15","de treino"
"icd_3.pdf","5","16","de teste"
"icd_3.pdf","5","17","5"
"icd_3.pdf","6","1","Aprendizagem supervisionada"
"icd_3.pdf","6","2","CAT"
"icd_3.pdf","6","3","Dados"
"icd_3.pdf","6","4","rotulados/anotados"
"icd_3.pdf","6","5","Conjunto de Treino"
"icd_3.pdf","6","6","CAT (com label)"
"icd_3.pdf","6","7","Que representam"
"icd_3.pdf","6","8","uma relação"
"icd_3.pdf","6","9","NOT CAT Técnica para a"
"icd_3.pdf","6","10","Algoritmo construção do"
"icd_3.pdf","6","11","modelo"
"icd_3.pdf","6","12","x: nova observação Modelo y: resultado estimado NOT CAT"
"icd_3.pdf","6","13","Modelo: aproximação para uma"
"icd_3.pdf","6","14","função/relação/associação 𝑓(𝑥)"
"icd_3.pdf","6","15","6"
"icd_3.pdf","7","1","Aprendizagem supervisionada: exemplos"
"icd_3.pdf","7","2","Classificação"
"icd_3.pdf","7","3","Quando a variável alvo é categórica:"
"icd_3.pdf","7","4","Ex: identificação de animais através de imagens Ex: identificação se emails são spam ou não"
"icd_3.pdf","7","5","7"
"icd_3.pdf","8","1","Aprendizagem supervisionada: exemplos"
"icd_3.pdf","8","2","Regressão"
"icd_3.pdf","8","3","Quando a variável alvo é quantitativa:"
"icd_3.pdf","8","4","Ex: previsão do retorno (vendas) face ao valor investido, por meio de comunicação"
"icd_3.pdf","8","5","8"
"icd_3.pdf","9","1","Aprendizagem não supervisionada"
"icd_3.pdf","9","2","• Aprendizagem não supervisionada serve para encontrar padrões (estruturas,"
"icd_3.pdf","9","3","ligações) intrínsecas em dados (não classificados/rotulados/anotados)."
"icd_3.pdf","9","4","• Estes padrões permitem explicar comportamentos e podem ser utilizados para"
"icd_3.pdf","9","5","fazer inferência."
"icd_3.pdf","9","6","Tipos de problema:"
"icd_3.pdf","9","7","Clustering:"
"icd_3.pdf","9","8","Anomaly Detection:"
"icd_3.pdf","9","9","Identificar grupos"
"icd_3.pdf","9","10","Identificar anomalias"
"icd_3.pdf","9","11","semelhantes"
"icd_3.pdf","9","12","9"
"icd_3.pdf","10","1","Aprendizagem não supervisionada: exemplos"
"icd_3.pdf","10","2","source: https://www.techtarget.com/searchenterpriseai/definition/clustering-in-machine-learning"
"icd_3.pdf","10","3","10"
"icd_3.pdf","11","1","Aprendizagem automática"
"icd_3.pdf","11","2","11"
"icd_3.pdf","12","1","Exemplos"
"icd_3.pdf","12","2","Considere as seguintes perguntas que podemos fazer sobre uma população de"
"icd_3.pdf","12","3","clientes."
"icd_3.pdf","12","4","1. Os nossos clientes caem naturalmente em grupos diferentes?"
"icd_3.pdf","12","5","2. Podemos encontrar grupos de clientes que têm uma probabilidade"
"icd_3.pdf","12","6","particularmente elevada de cancelar o seu serviço quando a expiração dos seus"
"icd_3.pdf","12","7","contratos?"
"icd_3.pdf","12","8","3. Será que este cliente comprará o serviço S1 se lhe for dado o incentivo A?"
"icd_3.pdf","12","9","4. Que pacote de serviços (S1, S2, ou nenhum) um cliente poderá adquirir se lhe for"
"icd_3.pdf","12","10","dado o incentivo A?"
"icd_3.pdf","12","11","5. Quanto será o uso de determinado cliente?"
"icd_3.pdf","12","12","Indique justificando o tipo de problema e de aprendizagem."
"icd_3.pdf","12","13","12"
"icd_3.pdf","13","1","Ciclo de Dados"
"icd_3.pdf","13","2","• Metodologia CRISP-DM"
"icd_3.pdf","13","3","• Exemplo de aplicação"
"icd_3.pdf","13","4","15"
"icd_3.pdf","14","1","Benefícios da introdução de CD nas empresas"
"icd_3.pdf","14","2","DDD -> data-driven decisions"
"icd_3.pdf","14","3","As DDD podem ser tomadas com"
"icd_3.pdf","14","4","base em resultados obtidos de"
"icd_3.pdf","14","5","uma forma automática."
"icd_3.pdf","14","6","16"
"icd_3.pdf","15","1","Decisão guiada por dados"
"icd_3.pdf","15","2","Adaptado de Ⓒ2012 Han, Kamber and Pei"
"icd_3.pdf","15","3","17"
"icd_3.pdf","16","1","Como desenvolver um processo de ciência de dados?"
"icd_3.pdf","16","2","Os dados são valiosos, mas os dados também “podem dizer” o que quisermos!"
"icd_3.pdf","16","3","E podem também sofrer de bias, desigualdades, …"
"icd_3.pdf","16","4","É necessário um modelo faseado para guiar a construção de uma decisão baseada"
"icd_3.pdf","16","5","em dados (data-driven)"
"icd_3.pdf","16","6","• Na prática, procura-se um sistema ou “solução” analítica baseada numa análise"
"icd_3.pdf","16","7","cuidada e sistémica, passível de ser avaliada ou replicada mais tarde."
"icd_3.pdf","16","8","• O raciocínio bem estruturado realça o valor e a verdade dos dados,"
"icd_3.pdf","16","9","providenciando o necessário apoio à tomada de decisão."
"icd_3.pdf","16","10","• É realçado o aspeto humano para a extração de conhecimento em dados."
"icd_3.pdf","16","11","18"
"icd_3.pdf","17","1","Ciclo de dados!"
"icd_3.pdf","17","2","19"
"icd_3.pdf","18","1","Cross Industry Standard Process for Data Mining"
"icd_3.pdf","18","2","CRISP-DM"
"icd_3.pdf","18","3","Adquirir contexto e"
"icd_3.pdf","18","4","Quais os dados necessários, o"
"icd_3.pdf","18","5","propósito"
"icd_3.pdf","18","6","que significam"
"icd_3.pdf","18","7","Tratar/limpar/estrutura"
"icd_3.pdf","18","8","r"
"icd_3.pdf","18","9","Dessiminar/Produzir"
"icd_3.pdf","18","10","Prever/Predizer/Encontrar"
"icd_3.pdf","18","11","Avaliar/Validar"
"icd_3.pdf","18","12","20"
"icd_3.pdf","19","1","21"
"icd_3.pdf","20","1","Business Understanding"
"icd_3.pdf","20","2","Business Understanding"
"icd_3.pdf","20","3","identify project objectives"
"icd_3.pdf","20","4","Compreender os objetivos e os requisitos do projeto"
"icd_3.pdf","20","5","• Nesta fase, é feito um ""reconhecimento"" do negócio e Determine Business Objectives"
"icd_3.pdf","20","6","Background"
"icd_3.pdf","20","7","é definido o ""problema"" a resolver"
"icd_3.pdf","20","8","Business Objectives Business"
"icd_3.pdf","20","9","Success Criteria"
"icd_3.pdf","20","10","(Log and Report Process)"
"icd_3.pdf","20","11","• Uma compreensão clara das necessidades do negócio"
"icd_3.pdf","20","12","Assess Situation"
"icd_3.pdf","20","13","permite alcançar uma definição do problema de"
"icd_3.pdf","20","14","Inventory of Resources, Requirements,"
"icd_3.pdf","20","15","Assumptions, and Constraints"
"icd_3.pdf","20","16","extração de dados"
"icd_3.pdf","20","17","Risks and Contingencies"
"icd_3.pdf","20","18","Terminology"
"icd_3.pdf","20","19","• Esta definição os critérios de avaliação do modelo e os Costs and Benefits"
"icd_3.pdf","20","20","(Log and Report Process)"
"icd_3.pdf","20","21","objetivos finais do processo"
"icd_3.pdf","20","22","Determine Data Mining Goals"
"icd_3.pdf","20","23","Data Mining Goals"
"icd_3.pdf","20","24","• Os objetivos do processo podem ser vistos de duas Data Mining Success Criteria"
"icd_3.pdf","20","25","(Log and Report Process)"
"icd_3.pdf","20","26","perspetivas, nomeadamente o objetivo do processo de"
"icd_3.pdf","20","27","Produce Project Plan"
"icd_3.pdf","20","28","Project Plan"
"icd_3.pdf","20","29","extração de dados e o objetivo de negócio"
"icd_3.pdf","20","30","Initial Assessment of Tools and"
"icd_3.pdf","20","31","Techniques"
"icd_3.pdf","20","32","(Log and Report Process)"
"icd_3.pdf","20","33","22"
"icd_3.pdf","21","1","Data Understanding"
"icd_3.pdf","21","2","Data Understanding"
"icd_3.pdf","21","3","collect and review data"
"icd_3.pdf","21","4","Alcançar um conhecimento profundo dos dados"
"icd_3.pdf","21","5","• Adquirir, colecionar, obter: Listar os conjuntos de"
"icd_3.pdf","21","6","Collect Initial Data"
"icd_3.pdf","21","7","Initial Data Collection Report"
"icd_3.pdf","21","8","dados"
"icd_3.pdf","21","9","(Log and Report Process)"
"icd_3.pdf","21","10","• Descrever os dados: Volume, tipos de dados, perceber"
"icd_3.pdf","21","11","Describe Data"
"icd_3.pdf","21","12","o significado e valor de cada atributo, sumariar cada Data Description Report"
"icd_3.pdf","21","13","(Log and Report Process)"
"icd_3.pdf","21","14","atributo"
"icd_3.pdf","21","15","Explore Data"
"icd_3.pdf","21","16","• Explorar: Analisar propriedades de atributos"
"icd_3.pdf","21","17","Data Exploration Report"
"icd_3.pdf","21","18","(Log and Report Process)"
"icd_3.pdf","21","19","interessantes, distribuições, análises estatísticas simples"
"icd_3.pdf","21","20","Verify Data Quality"
"icd_3.pdf","21","21","• Aferir a qualidade dos dados: Atributos em falta,"
"icd_3.pdf","21","22","Data Quality Report"
"icd_3.pdf","21","23","campos em branco ou informação inválida, verificação (Log and Report Process)"
"icd_3.pdf","21","24","de erros ortográficos, duplicados, valores"
"icd_3.pdf","21","25","inconsistentes, …"
"icd_3.pdf","21","26","23"
"icd_3.pdf","22","1","Data Preparation"
"icd_3.pdf","22","2","Data Preparation"
"icd_3.pdf","22","3","select and cleanse data"
"icd_3.pdf","22","4","Seleção e preparação de dados, que resulta no conjunto de"
"icd_3.pdf","22","5","dados final para ser utilizado para treinar e testar modelos"
"icd_3.pdf","22","6","Data Set"
"icd_3.pdf","22","7","Data Set Description"
"icd_3.pdf","22","8","• Selecionar (Log and Report Process)"
"icd_3.pdf","22","9","Select Data"
"icd_3.pdf","22","10","• Limpar e/ou corrigir Rationale for Inclusion/Exclusion"
"icd_3.pdf","22","11","(Log and Report Process)"
"icd_3.pdf","22","12","• Adquirir novos dados Clean Data"
"icd_3.pdf","22","13","Data Cleaning Report"
"icd_3.pdf","22","14","(Log and Report Process)"
"icd_3.pdf","22","15","• Ajustar, codificar (ex: features encoding, feature"
"icd_3.pdf","22","16","Construct Data"
"icd_3.pdf","22","17","scaling)"
"icd_3.pdf","22","18","Derived Attributes Generated Records"
"icd_3.pdf","22","19","(Log and Report Process)"
"icd_3.pdf","22","20","• Integrar"
"icd_3.pdf","22","21","Integrate Data"
"icd_3.pdf","22","22","Merged Data"
"icd_3.pdf","22","23","• Construir/agregar (ex: feature engineering)"
"icd_3.pdf","22","24","(Log and Report Process)"
"icd_3.pdf","22","25","Format Data"
"icd_3.pdf","22","26","• (re)formatar"
"icd_3.pdf","22","27","Reformatted Data"
